service_date,unique_patients,hospital_ammount,non_hospital_ammount,hospital_unique_patients,unique_service_codes,high_cost_proportion,service_code_hhi,mean_ammount,total_racords,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,EMA_7,EMA_14,total_amount_net
2022-04-22,478,163383.39,2609117.56,9,412,0.2546583850931677,0.0067806026002083,1722.0502795031057,1610,2828288.366978381,2734031.601988156,2845414.381574896,2637902.2385714287,2635058.3157142857,2737892.571529838,2705381.4501536633,2772500.95
2022-04-23,407,33989.94,2293397.13,6,318,0.2433786685755189,0.0080441317907429,1665.989312813171,1397,2791096.7556594606,2638587.9446587707,2785378.3594618496,2620714.5871428573,2621641.9450000003,2635266.196147377,2654982.1946833953,2327387.07
2022-04-24,272,25662.61,1444169.09,3,259,0.1973140495867768,0.0098823509323133,1518.4211776859504,968,2481956.96521982,2325963.829772514,2637986.6431789445,2587731.172857143,2585578.215,2343907.572110531,2496962.1157283764,1469831.7
2022-04-25,469,218140.15,2635364.67,9,400,0.2530755711775044,0.0080261537231339,1671.648986526069,1707,1807206.7884066068,2560564.4898483423,2637117.2989645083,2562551.0314285713,2601313.8985714284,2471306.8840828985,2544501.1463533547,2853504.82
2022-04-26,496,141761.96,2826056.7,8,381,0.2647956070774863,0.0078050984971639,1810.7496400244047,1639,2504738.8094688687,2641363.0065655615,2712994.1373404954,2586102.262857143,2595126.666428571,2595434.8280621744,2600943.4849932073,2967818.66
2022-04-27,497,145288.32,2675510.3,8,459,0.2507409602845287,0.0066919210996324,1672.0797984588028,1687,2813458.7098229565,2725690.7510437076,2717526.272369785,2575595.46,2601046.5050000004,2651775.776046631,2630257.5045636455,2820798.62
2022-04-28,485,308816.06,2671369.97,15,436,0.2389041095890411,0.0072025520735597,1632.9786465753425,1825,2818351.9832743187,2756235.9673624714,2738953.710121848,2598861.1214285716,2611389.994285714,2733878.3395349733,2676914.6434535286,2980186.03
2022-04-29,461,265397.22,2330104.53,18,403,0.2432082794307891,0.0077276584065375,1678.8497736093143,1546,2926241.3477581064,2761657.6282416475,2727256.190099196,2573575.521428571,2605738.88,2699284.19215123,2666059.590556511,2595501.75
2022-04-30,340,64961.41,1930098.44,9,310,0.2299124900556881,0.0082712624735055,1587.159785202864,1257,2705748.282586036,2616900.7754944316,2676427.9064430264,2526100.2042857143,2573407.395714286,2523228.106613422,2576592.95536405,1995059.85
2022-05-01,164,56067.91,880244.28,5,201,0.2602230483271375,0.0095147938806815,1740.3572304832712,538,2231955.9941953453,2234544.4169962876,2499025.6689028745,2449883.131428572,2518807.1521428567,2126499.127460066,2357888.8467091806,936312.19
2022-05-02,255,79226.88,1644474.05,4,278,0.2568807339449541,0.0094299332578938,1757.0855555555554,981,1368193.4580651151,2440864.5513308584,2595523.876377329,2288482.5757142855,2425516.8035714286,2025799.5780950496,2273330.4556009574,1723700.93
2022-05-03,281,52423.99,1785942.02,3,298,0.2428964252978918,0.0084979933309865,1685.0284234647113,1091,1605198.4393550383,2616515.920887239,2633239.5424912614,2127132.197142857,2356617.23,1978941.1860712871,2215335.194871666,1838366.01
2022-05-04,383,179406.27,2451458.03,11,403,0.2671140939597315,0.0067348317643349,1765.6807382550337,1490,1760643.4864516796,2684610.153924826,2680713.4874935914,2099998.722857143,2337797.0914285714,2141921.9645534656,2270739.0766448746,2630864.3
2022-05-05,448,243441.05,2480333.85,16,442,0.2331217541834968,0.0066270678579384,1571.710848240046,1733,2340790.695483893,2783135.445949884,2705552.19885871,2063368.5614285714,2331114.8414285714,2287385.198415099,2331143.854121622,2723774.9
2022-05-06,377,183115.28,2167240.58,13,380,0.2581845238095238,0.0071060976473922,1748.7766815476189,1344,2596113.498494631,2720590.880633256,2717724.699066344,2028347.72,2300961.620714286,2303127.8638113244,2333705.454943239,2350355.86
2022-05-07,270,60378.72,1470846.52,7,267,0.2433011789924973,0.0090351515067967,1641.1846087888532,933,2432275.0728315436,2478747.203755504,2646754.221053675,1962085.6328571427,2244092.9185714284,2110152.207858493,2226708.0915812226,1531225.24
2022-05-08,242,34755.79,1468507.49,5,262,0.2541766109785203,0.0096746999618366,1793.8702625298329,838,1831575.1842771813,1964602.1991703361,2432768.308133328,2043078.6457142856,2246480.8885714286,1958429.9758938698,2130248.7823003232,1503263.28
2022-05-09,181,14658.4,984572.54,2,212,0.2062015503875969,0.0111363499789676,1549.1952558139535,645,1612700.581425727,1884301.7761135574,2509265.855745888,1939582.932857143,2114032.7542857146,1718630.2169204024,1979446.4018770796,999230.94
2022-05-10,282,40419.82,1660497.08,2,314,0.2005097706032285,0.009581117554025,1445.129056924384,1177,1203720.8204752423,1868989.854075705,2592639.0928833894,1919947.3457142855,2023539.7714285715,1714201.887690302,1942309.1346506916,1700916.9
2022-05-11,446,122909.07,2431902.83,7,399,0.2390728476821192,0.0077049252225779,1691.9284105960264,1510,1535184.8734917473,2122948.002717137,2634122.6432683864,1909082.7171428571,2004540.72,1924354.3907677266,2023976.1706203537,2554811.9
2022-05-12,481,132405.23,2616279.54,9,412,0.2374701670644391,0.0079723002261322,1640.0267124105012,1676,2214936.224497249,2323223.6351447576,2697043.259037968,1912641.2699999998,1988004.9157142856,2130436.985575795,2120603.9844757267,2748684.77
2022-05-13,424,195243.63,2680270.17,11,412,0.2264561785519869,0.0080179128060501,1565.3314099074578,1837,2570768.5881657493,2332267.710096505,2678581.1664855625,1987663.832857143,2008005.7764285712,2316706.189181846,2221258.6270915917,2875513.8
2022-05-14,388,96901.2,2090600.39,7,351,0.2597200622083981,0.0083323457064837,1701.0121228615862,1286,2773932.062721916,2065253.5533976702,2554304.5634879265,2081417.597142857,2021751.615,2284405.0393863847,2216757.6887915544,2187501.59
2022-05-15,328,66506.1,1819602.06,7,311,0.25,0.0086707099348876,1708.431304347826,1104,2382978.4142406383,1877923.4622651134,2260124.131944162,2136109.722857143,2089594.184285714,2184830.819539788,2172671.084773067,1886108.16
2022-05-16,462,118261.21,2802194.18,6,467,0.2460364063417498,0.0069026059846031,1714.888661186142,1703,2051731.5780802127,1585025.9548434087,2162592.64068145,2410570.358571429,2175076.645714286,2368736.962154841,2272375.659155371,2920455.39
2022-05-17,436,217473.05,2520293.02,9,412,0.2359093550261476,0.0079089323160831,1590.799575828007,1721,2630880.7860267377,1623656.2698956057,2103642.3441938455,2558691.6685714284,2239319.507142857,2460994.239116131,2334427.714124541,2737766.07
2022-05-18,455,216464.2,2520018.17,11,472,0.2192881745120551,0.007133149935213,1570.885401836969,1742,2702137.6420089123,1934041.4799304039,2199500.881613237,2584644.5928571424,2246863.6550000003,2529866.271837098,2388035.0017167735,2736482.37
2022-05-19,522,320345.78,2827563.33,15,470,0.2619311875693674,0.0063525420638801,1746.897397336293,1802,2725034.127336304,2205589.243286936,2294823.430410904,2641676.6414285717,2277158.955714286,2684376.9813778233,2489351.5497207446,3147909.11
2022-05-20,464,278779.23,2465971.12,19,429,0.2217573221757322,0.0073138689834576,1640.6158696951584,1673,3006950.7824454345,2428897.4288579575,2304920.235790746,2622996.1485714284,2305329.9907142855,2699470.3235333674,2523404.723159147,2744750.35
2022-05-21,405,240791.25,2217506.21,16,426,0.2409479921000658,0.0072702104265435,1618.3656747860434,1519,2832150.494148478,2348432.149238638,2164248.4183741743,2661681.272857143,2371549.435,2639177.1076500253,2514723.7547229403,2458297.46
2022-05-22,319,127047.2,1783484.83,9,367,0.2283261802575107,0.0080377240324927,1639.9416566523605,1165,2582915.1380494926,2194324.152825759,2044069.3023060919,2665170.3971428573,2400640.0599999996,2457015.838237519,2434164.8579726806,1910532.03
2022-05-23,472,216254.32,2514453.76,11,429,0.2496855345911949,0.0064870851627704,1717.4264654088051,1590,2134659.7326831645,2436367.898550506,1854098.690977646,2638063.6385714286,2524316.998571429,2525438.8986781393,2473703.954294261,2730708.08
2022-05-24,468,262595.51,2663317.25,15,453,0.2317620650953984,0.0071698403161179,1641.926352413019,1782,2532025.297561055,2536833.9557003374,1826247.4562544299,2664941.737142857,2611816.7028571432,2625557.364008604,2533998.461789454,2925912.76
2022-05-25,469,178197.03,2570537.13,14,431,0.2325443786982248,0.0065634956759217,1626.469917159763,1690,2794616.939187018,2603383.4271335583,1958713.718753655,2666691.992857143,2625668.2928571426,2656351.5630064528,2562629.888245413,2748734.16
2022-05-26,491,303906.18,2920824.11,13,488,0.2522613065326633,0.006951339612636,1620.4674824120602,1990,2764028.419729006,2784891.9880890385,2102344.81898029,2677666.447142857,2659671.5442857146,2798446.244754839,2650909.9418872106,3224730.29
2022-05-27,453,268226.22,2736877.24,19,457,0.2290869327501367,0.0067448055312008,1643.0308693275013,1829,3071162.9999096687,2771511.442059359,2242920.997347532,2714859.748571429,2668927.948571428,2850110.5485661295,2698135.7443367983,3005103.46
2022-05-28,410,127209.45,2355508.86,12,417,0.247537754432042,0.007119979961449,1630.1499080761655,1523,3027123.3066365565,2667106.781372906,2232844.7414661613,2718348.4414285715,2690014.8571428573,2758262.488924597,2669413.4197403477,2482718.31
2022-05-29,304,88655.63,1564651.87,9,318,0.1875571820677035,0.0090997439415259,1512.6326623970722,1093,2664186.6422121855,2414915.1975819375,2169801.726654126,2681602.0799999996,2673386.238571428,2482023.741693448,2533932.630367189,1653307.5
2022-05-30,477,103519.7,2467090.28,9,423,0.2458908612754766,0.0070600460526116,1690.0788823142668,1521,1990267.2140707287,2520179.4917212916,2306284.2108988417,2658730.922857143,2648397.280714286,2504170.301270086,2538822.9436538927,2570609.98
2022-05-31,431,156561.98,2283358.27,9,401,0.2377210216110019,0.006549217340437,1597.8521611001966,1527,2377162.3913569096,2655423.914480861,2384735.4580081487,2589303.4214285715,2627122.5792857143,2488107.7884525643,2525635.917827931,2439920.25
2022-06-01,473,257804.75,2525229.31,13,477,0.248170731707317,0.0067117787031528,1696.9719878048782,1640,2419000.9637856367,2686527.329653907,2448689.442006671,2594203.4071428576,2630447.6999999997,2561839.356339423,2559955.6701298165,2783034.06
2022-06-02,417,223951.61,2413617.41,15,425,0.2603823335530653,0.0067444810278065,1738.674370468029,1517,2661689.694595212,2865928.3164359382,2575820.2907327367,2510323.225714286,2593994.8364285715,2580771.772254567,2570304.1167823826,2637569.02
2022-06-03,456,136596.2,2491711.59,12,399,0.2351485148514851,0.0078515586707185,1626.428087871287,1616,2645609.2448650706,2912320.0309572923,2606534.8469631495,2456495.272857143,2585677.5107142855,2592655.776690925,2578037.939880143,2628307.79
2022-06-04,343,100524.0,2085909.75,9,350,0.2082501663339986,0.0082376829839987,1454.713073852295,1503,2634074.9416216905,2769119.4573048614,2579582.5947880307,2414168.9071428576,2566258.674285714,2491100.2700181934,2525824.047883966,2186433.75
2022-06-05,304,72448.3,1725009.27,5,317,0.244131455399061,0.0082778990059291,1687.75358685446,1065,2335647.480540564,2397182.138203241,2457937.0375538403,2434761.774285714,2558181.9271428576,2317689.595013645,2428708.517479839,1797457.57
2022-06-06,437,127939.7,2555543.2,7,385,0.2828685258964143,0.0075395628640815,1781.861155378486,1506,1976854.2068468546,2454991.418802161,2507531.7725440525,2450886.477142857,2554808.6999999997,2409137.9212602335,2462678.4351551346,2683482.9
2022-06-07,455,163317.38,2501113.69,11,409,0.2498434564809017,0.008059491634479,1668.3976643706949,1597,2447940.0022822847,2449967.695868107,2583601.0429905895,2482959.4514285713,2536131.4364285716,2472961.208445175,2489578.786471861,2664431.07
2022-06-08,456,184990.63,2447723.06,12,473,0.2212817412333736,0.0073772277531732,1591.7253264812575,1654,2592267.3807607614,2560989.8172454047,2613625.24608321,2461485.112857143,2527844.2600000002,2512899.3288338813,2508663.44027812,2632713.69
2022-06-09,446,339360.36,2419974.29,16,437,0.26147077309868,0.0062889106345759,1734.339817724701,1591,2619231.586920254,2586516.2181636035,2724735.2540680827,2478880.2028571432,2494601.714285714,2574508.159125411,2542086.268244842,2759334.65
2022-06-10,408,284424.83,2322276.7,15,431,0.2183179723502304,0.0073219063900273,1501.5561808755758,1736,2712633.628973418,2600446.742109069,2775711.29151025,2475793.5942857144,2466144.4335714285,2582556.5018440583,2550701.6364797135,2606701.53
2022-06-11,288,35235.94,1616192.32,5,298,0.2199440820130475,0.0090443305084819,1539.0757315936626,1073,2642012.229657806,2462442.4114060462,2722439.8403265676,2399364.238571428,2406766.572857143,2349774.441383044,2430798.5196054983,1651428.26
2022-06-12,221,28250.76,1297495.98,3,264,0.2506849315068493,0.0086432726590354,1816.0914246575344,730,1981622.916552602,2240780.797604031,2528052.142085372,2331976.977142857,2383369.3757142858,2093767.5160372828,2283458.2823138456,1325746.74
2022-06-13,269,78422.66,1641661.71,5,319,0.2398871119473189,0.0085409422736375,1618.1414581373472,1063,1544372.1321842007,2388348.165069354,2535789.930797123,2194348.615714286,2322617.5464285715,2000346.7295279622,2208341.7606671746,1720084.37
2022-06-14,449,215751.51,2294629.94,13,399,0.2276843467011643,0.0070883588913676,1623.7913648124193,1546,1661513.6240614003,2480375.800046236,2518359.0797431003,2172341.527142857,2327650.4892857145,2127855.4096459714,2248613.7192471265,2510381.45
2022-06-15,455,170585.23,2457274.34,15,459,0.2309582309582309,0.0071876377158932,1614.1643550368549,1628,2227425.5080204667,2531155.0966974907,2566481.803426173,2171648.081428571,2316566.597142857,2252856.4497344783,2299179.8326832824,2627859.57
2022-06-16,480,265395.43,2750034.72,16,443,0.2569960022844089,0.0069390062168929,1722.118874928612,1751,2494381.5493401554,2607214.947798327,2579406.7518941415,2208233.152857143,2343556.677857143,2443499.8748008586,2394679.874996171,3015430.15
2022-06-17,422,258443.14,2304516.88,14,440,0.2523364485981308,0.0063386696280398,1710.9212416555408,1498,2841747.283113385,2607043.808532218,2588297.84973157,2201984.3657142855,2338888.98,2473364.9111006437,2417117.227664161,2562960.02
2022-06-18,319,89095.56,1874212.05,7,332,0.2375102375102375,0.0092692647975203,1607.9505405405407,1221,2655889.107704462,2288505.292354812,2515231.6497803754,2246538.5585714285,2322951.3985714284,2345850.585825483,2356609.2786403727,1963307.61
2022-06-19,297,91453.29,1729498.95,6,333,0.2205128205128205,0.0089707064066038,1556.3694358974358,1170,2194168.1092348206,1967585.774903208,2384727.271638489,2317282.2014285713,2324629.589285714,2214625.999369112,2285188.340153046,1820952.24
2022-06-20,453,214191.72,2516497.54,12,441,0.2641142115509409,0.0066977417177296,1772.0241791044775,1541,1945357.52974494,1885085.3066021388,2439046.476795127,2461654.3285714285,2328001.472142857,2343641.814526834,2344588.4628007077,2730689.26
2022-06-21,471,148063.65,2648544.52,12,431,0.2492563950029744,0.0066491822910713,1663.65744794765,1681,2468912.0165816466,2093517.3544014257,2480025.4937414676,2502543.86,2337442.693571429,2456883.403395125,2404857.7570951786,2796608.17
2022-06-22,470,160414.29,2515523.09,13,442,0.2163406214039125,0.0072997678640713,1539.6647756041427,1738,2687376.118860549,2271631.426267617,2507786.983970292,2509412.118571428,2340530.1,2511646.897546344,2441001.706816462,2675937.38
2022-06-23,442,268482.69,2310477.46,17,431,0.2171165996553704,0.0070756934572187,1481.309678345778,1741,2679750.292953516,2519564.334178411,2553522.923248421,2447059.2614285713,2327646.207142857,2528475.2106597577,2459396.1659078826,2578960.15
2022-06-24,432,245523.39,2496536.47,20,425,0.2367491166077738,0.0069367273352839,1614.876242638398,1698,2612556.8643178386,2534029.5627856073,2563191.760839617,2472644.9528571432,2337314.659285714,2581871.3729948183,2497084.658454,2742059.86
2022-06-25,302,103500.91,1654560.45,11,336,0.2008620689655172,0.0077571343638525,1515.5701379310349,1160,2698892.194772613,2343788.911857072,2397416.5788687775,2443324.0599999996,2344931.3092857143,2375918.8697461137,2398548.218658997,1758061.36
2022-06-26,272,80235.84,1380461.03,9,262,0.2484921592279855,0.0087552983596729,1761.9986369119422,829,2071671.6382575377,2169510.021238048,2202567.5172562725,2391859.007142857,2354570.604285714,2147113.369809585,2273501.372169881,1460696.87
2022-06-27,455,356369.91,2441593.65,14,444,0.2249560632688927,0.006608098086071,1639.1116344463971,1707,1664355.126085846,2356569.767492032,2114843.308664223,2401469.621428571,2431561.975,2309825.9173571886,2343429.663881169,2797963.56
2022-06-28,484,240246.27,2855075.23,15,411,0.2483552631578947,0.0075203427977839,1696.9964364035088,1824,2420094.0820286153,2503249.234994688,2186759.334361637,2444142.9542857143,2473343.4071428566,2506199.8130178913,2443681.9086977663,3095321.5
2022-06-29,467,250874.51,2517246.36,14,450,0.2369047619047619,0.0066340702947845,1647.6909940476191,1680,2870245.6940095387,2560811.949996459,2266959.3772049756,2457312.0242857146,2483362.0714285714,2571680.077263418,2486940.4368716786,2768120.87
2022-06-30,507,381967.47,2511839.54,18,421,0.2536585365853658,0.0070107079119571,1764.516469512195,1640,2802162.4780031797,2566861.349997639,2403044.9722586162,2502290.1471428573,2474674.7042857143,2652211.8104475634,2541189.3132890943,2893807.01
2022-07-01,376,243108.35,2004670.68,14,367,0.2557427258805513,0.0079266619606997,1721.1171745788663,1306,2863258.8326677266,2625260.8533317596,2432120.4354843223,2431678.6,2452161.7764285714,2551103.615335672,2502067.9421836906,2247779.03
2022-07-02,278,94525.63,1511025.92,6,314,0.2289039767216295,0.0082627678720103,1557.2759941804077,1031,2452938.964222575,2336194.3555545066,2346881.739941718,2409891.4842857146,2426607.7721428573,2314715.599001754,2382532.423225359,1605551.55
2022-07-03,229,69932.25,1284902.6,8,278,0.2015167930660888,0.0096733413230445,1467.8600758396535,923,1888014.021407525,2044361.8603696711,2251258.1944977692,2394768.3385714283,2393313.6728571425,2074745.4117513155,2245506.0801281417,1354834.85
2022-07-04,410,137866.15,2142778.5,11,385,0.2353760445682451,0.0072460254032789,1588.1926532033426,1436,1532561.2404691752,2295562.4269131143,2338427.4791345387,2320865.637142857,2361167.629285714,2126220.221313487,2250191.222777738,2280644.65
2022-07-05,424,130805.64,2498590.4,10,384,0.2495164410058027,0.0079402195127122,1695.2908059316571,1551,2031283.513489725,2562148.7846087427,2421733.0592918955,2254304.8571428573,2349223.9057142856,2252014.175985115,2300751.8650741787,2629396.04
2022-07-06,377,192392.23,2201214.0,13,402,0.2287308228730822,0.0071621839798167,1669.1814714086472,1434,2430025.197829908,2630806.1464058287,2467952.026693369,2200802.7657142854,2329057.395,2287412.189488836,2313132.4470643173,2393606.23
2022-07-07,388,107835.72,2173476.42,11,399,0.2417340191036003,0.0071796411097212,1676.2028949301985,1361,2405745.885943303,2718473.100937219,2488135.321840029,2113303.4985714285,2307796.822857143,2285887.177116627,2308889.739455733,2281312.14
2022-07-08,391,111333.43,1983076.8,7,339,0.2443579766536965,0.0091005162833653,1629.8912295719845,1285,2322790.055314434,2561575.0772914793,2534303.4196872963,2091393.6700000002,2261536.1350000002,2238017.9403374703,2280292.4715282503,2094410.23
2022-07-09,284,37663.85,1613573.6,4,280,0.2641304347826086,0.0087051039697542,1794.8233152173912,920,2170536.8384381444,2242900.5681943195,2393168.4997441513,2097920.227142857,2253905.8557142857,2091322.8177531026,2196418.4686576864,1651237.45
2022-07-10,240,66553.72,1310438.1,4,291,0.2062430323299888,0.0082785551740037,1535.1079375696768,897,1824337.2461460482,1946878.6621295463,2223628.203427033,2101085.5085714287,2247926.9235714287,1912740.068314827,2087161.5821698476,1376991.82
2022-07-11,436,148812.52,2492721.64,8,402,0.2379480840543881,0.0074593456494535,1632.5921878862794,1618,1526106.9620486826,2058133.9914196974,2328052.813713027,2152641.152857143,2236753.395,2094938.5912361203,2161077.9258806207,2641534.16
2022-07-12,412,105501.3,2510545.5,9,408,0.2201334141904184,0.0080990702783648,1586.4443905397209,1649,2269725.0940162274,2248554.6742797983,2467556.2112197494,2150734.118571429,2202519.487857143,2225215.6434270903,2221740.4424299328,2616046.8
2022-07-13,400,112346.13,2078167.98,9,369,0.2183994016454749,0.0081210851161549,1638.3800373971578,1337,2500606.2313387427,2296905.192853199,2522204.3309979765,2121720.958571429,2161261.862142857,2216540.2600703174,2217576.9314392717,2190514.11
2022-07-14,384,287800.77,2127164.82,11,374,0.2800608828006088,0.0075338990707727,1837.8733561643835,1314,2293878.1504462473,2291707.508568799,2589768.45445289,2140814.3085714285,2127058.9035714283,2266146.592552738,2243895.4192473884,2414965.59
2022-07-15,358,237148.58,2023450.2,9,386,0.2274368231046931,0.0069965723520442,1632.2012851985558,1385,2374603.110148749,2225941.749045866,2527588.559097819,2164555.53,2127974.6,2264759.639414553,2246122.5340144048,2260598.78
2022-07-16,268,93561.78,1664431.2,6,301,0.2597137014314928,0.0077283049167576,1797.5388343558282,978,2298600.2233829163,2034373.6493639108,2359945.466534579,2179806.32,2138863.273571429,2138067.9745609146,2181038.5934791137,1757992.98
2022-07-17,236,91005.28,1373340.0,5,291,0.2250274423710208,0.0094864450953765,1607.4042590559825,911,1938195.3944609722,1815246.372909274,2177198.08171011,2192285.3857142855,2146685.447142857,1969637.300920686,2085479.4850151844,1464345.28
2022-07-18,422,234286.1,2236101.9,9,406,0.2501718213058419,0.0069347315218289,1697.8611683848796,1455,1622295.3181536573,2090675.6352728494,2196006.548671908,2167835.9342857143,2160238.5435714284,2094824.9756905145,2136800.6203465154,2470388.0
2022-07-19,435,227345.71,2462304.06,14,416,0.2137142857142857,0.0075983673469387,1536.9427257142856,1750,2187690.439384552,2265799.3568485663,2274804.638004289,2178350.644285714,2164542.3814285714,2243531.1742678857,2210513.8403003407,2689649.77
2022-07-20,409,304987.37,2343044.58,12,434,0.2376111817026683,0.0068109640618112,1682.358290978399,1574,2522329.993128184,2240704.274565711,2296404.927458055,2243710.3357142857,2182715.6471428573,2344656.3682009145,2268849.588260314,2648031.95
2022-07-21,441,155325.52,2508287.1,15,426,0.2482131254061078,0.0070723459914436,1730.7424431448994,1539,2606131.2977093947,2298791.379710474,2293660.784283863,2279231.34,2210022.8242857144,2424395.4311506855,2321484.6591589535,2663612.62
2022-07-22,392,198119.5,2260789.52,12,397,0.2334426229508196,0.0075149690943294,1612.3993573770492,1525,2644452.1792364647,2286060.5131403157,2257433.410777706,2307561.3742857142,2236058.452142857,2433023.828363014,2339807.907271098,2458909.02
2022-07-23,321,121308.81,1752529.2,9,342,0.2286995515695067,0.0072319974260491,1680.572206278027,1115,2520756.7397454884,2110038.0020935438,2147215.9633635776,2324110.6642857143,2251958.492142857,2293227.3737722603,2277678.587634939,1873838.01
2022-07-24,231,69652.2,1346697.8,8,298,0.2237136465324384,0.0096967604061879,1584.284116331096,894,2089477.5865818292,1894807.0947290293,2007175.2100247452,2317254.195714286,2254769.790714286,2074008.030329195,2162834.7759502595,1416350.0
2022-07-25,426,193605.54,2227888.1,11,385,0.2415966386554622,0.0074265000117694,1695.723837535014,1428,1640725.862193943,2086667.3964860197,2122513.2009293367,2310269.2871428574,2239052.6107142856,2160879.4327468965,2197322.6244902303,2421493.64
2022-07-26,462,131220.75,2595069.8,11,435,0.2365853658536585,0.0066649315883402,1662.3722865853658,1640,2161237.714064648,2287661.5209906795,2212246.582578548,2315503.6842857143,2246927.1642857143,2302232.2120601726,2267851.6812248756,2726290.55
2022-07-27,429,174654.55,2407459.1,11,417,0.2356813693219223,0.006390417450932,1699.8773206056617,1519,2537939.604688216,2407784.9973271196,2208295.223927903,2306086.7842857144,2274898.56,2372202.571545129,2309753.277061564,2582113.65
2022-07-28,380,221599.92,2152322.72,13,423,0.2554744525547445,0.0064936863977835,1732.7902481751826,1370,2567388.968229405,2493060.871551413,2245871.65412283,2264702.5014285715,2271966.9207142857,2372632.588658847,2318309.192120023,2373922.64
2022-07-29,386,230662.55,2080332.4,12,417,0.2537091988130563,0.0065213658656851,1714.3879451038576,1348,2438411.4160764683,2481676.921034275,2248549.3133732243,2243571.9200000004,2275566.647142857,2357223.1789941355,2317333.9598373533,2310994.95
2022-07-30,304,193135.72,1765946.3,10,365,0.270440251572327,0.0065217970420635,1760.1815094339622,1113,2353467.1053588227,2279063.9506895165,2159357.2527599107,2255749.6357142855,2289930.15,2257687.8892456014,2269567.0345257027,1959082.02
2022-07-31,257,129257.6,1523741.1,7,301,0.1952983725135623,0.0100651059975344,1494.573869801085,1106,2090543.7151196077,1991492.633793011,2032991.439530836,2289556.592857143,2303405.3942857147,2106515.591934201,2187357.9232556038,1652998.7
2022-08-01,371,179525.74,2227423.12,10,384,0.2606774668630339,0.0067846460510019,1772.4218409425623,1358,1798847.0383732028,2134826.3025286742,2112518.0868888656,2287478.7671428574,2298874.027142857,2181623.9089506506,2216636.714821525,2406948.86
2022-08-02,396,185665.11,2317797.42,11,401,0.2345013477088948,0.0072362159530953,1686.9693598382748,1484,2204248.2527910676,2331981.0516857826,2217451.120181799,2255646.192857143,2285574.9385714284,2262083.5642129877,2254880.1568453237,2503462.53
2022-08-03,424,182699.94,2259029.23,12,420,0.2038533250466128,0.0080386081863167,1517.544543194531,1609,2403724.4375970224,2415358.5844571884,2295738.5437851083,2235591.267142857,2270839.0257142857,2306994.965659741,2279793.3585992814,2441729.17
2022-08-04,419,196851.72,2266900.92,14,397,0.2491228070175438,0.0071766081871345,1728.9492210526316,1425,2429060.925865674,2401546.602971459,2362624.739460543,2248424.1242857142,2256563.312857143,2346184.3842448057,2304321.262786045,2463752.64
2022-08-05,404,286345.13,2160752.93,15,416,0.2296248382923674,0.0072297746218175,1582.8577360931436,1546,2452188.735288558,2371362.7186476393,2380130.9722858984,2267867.4257142856,2255719.6728571425,2371412.803183604,2323358.16908124,2447098.06
2022-08-06,268,186702.97,1370176.67,11,344,0.2267206477732793,0.0073575210214886,1575.7891093117407,988,2448794.9517628527,2233935.819098426,2288077.706415735,2210409.942857143,2233079.7892857143,2167779.512387703,2221161.031870405,1556879.64
2022-08-07,254,96089.97,1337576.89,10,293,0.2344827586206896,0.0081120359360549,1647.8929425287358,870,1854184.743920951,2040290.112732284,2129581.7597946925,2179076.822857143,2234316.7078571427,1984251.3492907775,2116161.808954349,1433666.86
2022-08-08,401,193053.3,2108320.6,13,363,0.2652745552977572,0.0073373851346622,1779.8715390564578,1293,1573839.4879736502,2162509.695154856,2182656.6471047485,2163994.685714286,2225736.7264285716,2063531.9869680833,2140856.754427103,2301373.9
2022-08-09,397,209074.24,2220973.55,15,359,0.2514705882352941,0.0074556660899653,1786.7998455882353,1360,2058862.4293245499,2276160.6401032372,2281499.1749038855,2153506.865714286,2204576.5292857145,2155160.9377260623,2179415.5591701563,2430047.79
2022-08-10,377,250824.96,2079509.45,15,386,0.2332869080779944,0.0080335736066604,1622.795550139276,1436,2306319.3364415164,2331350.1500688246,2336156.352194088,2137593.3285714285,2186592.297857143,2198954.305794547,2199538.0726141357,2330334.41
2022-08-11,419,254093.28,2341528.75,11,425,0.2795918367346939,0.0072303206997084,1765.7292721088434,1470,2322329.385480506,2375484.3133792165,2343022.949976981,2156431.8128571426,2202427.9685714287,2298121.23684591,2252349.266932252,2595622.03
2022-08-12,390,187850.66,2069146.87,12,372,0.2519747235387046,0.0072075849349495,1782.7784597156397,1266,2504524.481826835,2399355.5622528107,2337199.677253894,2129274.5942857144,2198571.0100000002,2287840.3101344323,2252969.0353412847,2256997.53
2022-08-13,261,70179.79,1615410.78,8,320,0.20508166969147,0.0087137394145605,1529.5740199637023,1102,2339506.5139422785,2118530.254835207,2268451.0122986403,2147661.87,2179035.9064285713,2137277.875100824,2177318.5732957795,1685590.57
2022-08-14,249,107707.43,1384454.78,7,330,0.2111675126903553,0.0083990826870055,1514.8854923857868,985,1903562.551314093,1890242.4565568047,2156550.5918807057,2156018.3485714286,2167547.5857142857,1975998.958825618,2085964.391523008,1492162.21
2022-08-15,380,212597.94,2166068.37,11,402,0.2240107310529845,0.0080064559051154,1595.3496378269615,1491,1629295.6571046978,2027286.2710378699,2202077.5497205774,2167060.121428571,2165527.4035714283,2076665.7966192137,2124991.3139866074,2378666.31
